film,rating,date,liked,log_date,country,studio,primary_language,genres,director,actors
John Wick: Chapter 4,9,2023,true,2023-03-24,Germany,Thunder Road,English,"['Action', 'Thriller', 'Crime']",Chad Stahelski,"['Keanu Reeves', 'Donnie Yen', 'Bill Skarsgård', 'Ian McShane', 'Laurence Fishburne', 'Lance Reddick', 'Clancy Brown', 'Hiroyuki Sanada', 'Rina Sawayama', 'Scott Adkins', 'Aimée Kwan', 'Marko Zaror', 'Natalia Tena', 'Shamier Anderson', 'George Georgiou', 'Yoshinori Tashiro', 'Hiroki Sumi', 'Daiki Suzuki', 'Julia Asuka Riedl', 'Milena Rendón', 'Ivy Quainoo', 'Irina Trifanov', 'Iryna Fedorova', 'Andrej Kaminsky', 'Sven Marquardt', 'Raicho Vasilev', 'Marie Pierra Kakoma', 'Gina Aponte', 'Christoph Hofmann']"
Fury,8,2014,true,2023-03-14,USA,Columbia Pictures,English,"['War', 'Drama', 'Action']",David Ayer,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman', 'Michael Peña', 'Jon Bernthal', 'Jim Parrack', 'Brad William Henke', 'Kevin Vance', 'Xavier Samuel', 'Jason Isaacs', 'Anamaria Marinca', 'Alicia von Rittberg', 'Scott Eastwood', 'Laurence Spellman', 'Daniel Betts', 'Adam Ganne', 'Eric Kofi Abrefa', 'Osi Okerafor', 'John Macmillan', 'Saul Barrett', 'Marek Oravec', 'Kyle Soller', 'Jake Curran', 'Jack Bannon', 'Branko Tomović', 'Orion Lee', 'Vivien Bridson', 'Christian Contreras', 'Stella Stocker', 'Jacob Vonhendial', 'Lukas Rolfe', 'Leon Rolfe', 'Harry Hancock', 'Daniel Dorr', 'Bernhard Forcher', 'Edin Gali', 'Jaime FitzSimons', 'Chris Wright', 'Charlie Rotheram', 'Nick Beattie', 'Jimmy Carroll', 'Chip Dale', 'Dickon Leigh-Wood', 'Hugh Vere Nicoll', 'Xander Rawlins', 'Marlon Blue', 'Jamie B. Chambers', 'Zach Avery', 'Eugenia Kuzmina', 'Taylor Murphy', 'Paul Gorvin']"
Missing,8,2023,true,2023-03-12,USA,Stage 6 Films,English,"['Thriller', 'Mystery', 'Drama']",Will Merrick,"['Storm Reid', 'Joaquim de Almeida', 'Ken Leung', 'Amy Landecker', 'Daniel Henney', 'Nia Long', 'Megan Suri', 'Tim Griffin', 'Rick Chambers', 'Tracy Vilar', 'Kimberly Cheng', 'Lauren B. Mosley', 'Lisa Yamada', 'Sharar Ali-Speakes', 'Michael Segovia', 'Jameel Shivji', 'Monica Bhatnagar', 'Ava Zaria Lee', 'Roy Abramsohn', 'Briana McLean', 'Karina Noelle Castillo', 'Jasmin Savoy Brown', 'Viviana Salinas', 'Juan Carlos Goméz Ortega', 'Danielle Nottingham', 'Thomas Barbusca', 'Esteban Dager', ""Sean O'Bryan"", 'Zeke Alton', 'Billie Jordan', 'Dalila Ali Rajah', 'Jill Smith', 'Oscar Camacho', 'Scott Menville', 'Wolfie Trausch', 'Kelly Stables', 'Javier Grajeda', 'Mauricio Mendoza', 'Jill Remez', 'Jalil Jay Lynch', 'Marcello Padilla', 'Rita Rucker', 'Kendal Evans']"
Searching,8,2018,true,2023-03-12,Russian Federation,Stage 6 Films,English,"['Thriller', 'Mystery', 'Drama']",Aneesh Chaganty,"['John Cho', 'Michelle La', 'Debra Messing', 'Joseph Lee', 'Sara Sohn', 'Briana McLean', 'Erica Jenkins', 'Connor McRaith', 'Dominic Hoffman', 'Ric Sarabia', 'Steven Michael Eich', 'Melissa Disney', ""Sean O'Bryan"", 'Ben Cain', 'Alex Jayne Go', 'Megan Liu', 'Kya Dawn Lau', 'Colin Woodell', 'Ashley Edner', 'Courtney Lauren Cummings', 'Kenneth Mosley', 'Miss Benny', 'Franchesca Maia', 'Thomas Barbusca', 'Sylvia Minassian', 'Bryce Branagan', 'Katie Rowe', 'Kristin Herold', 'Roy Abramsohn', 'Reed Buck', 'Brad Abrell', 'Rasha Goel', 'Johnno Wilson', 'Erin Henriques', 'Gage Biltoft', 'Lasaundra Gibson', 'John Macey', 'Betsy Foldes', 'Joseph John Schirle', 'Julie Nathanson', 'Michelle Sparks', 'Gabriel D. Angell', 'Harvey B. Jackson', 'Anthony Richard Pagliaro', 'Rene Michelle Aranda']"
Inglourious Basterds,8,2009,true,2023-03-11,France,The Weinstein Company,English,"['Drama', 'Thriller', 'War']",Quentin Tarantino,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender', 'Diane Kruger', 'Daniel Brühl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis Ménochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus', 'Richard Sammel', 'Alexander Fehling', 'Rod Taylor', 'Sönke Möhring', 'Samm Levine', 'Paul Rust', 'Michael Bacall', 'Arndt Schwering-Sohnrey', 'Petra Hartung', 'Volker Michalowski', 'Ken Duken', 'Christian Berkel', 'Anne-Sophie Franck', 'Léa Seydoux', 'Tina Rodriguez', 'Lena Friedrich', 'Ludger Pistor', 'Jana Pallaske', 'Wolfgang Lindner', 'Michael Kranz', 'Rainer Bock', 'André Penvern', 'Sebastian Hülk', 'Buddy Joe Hooker', 'Carlos Fidel', 'Christian Brückner', 'Hilmar Eichhorn', 'Patrick Elias', 'Eva Löbau', 'Salvadore Brandt', 'Jasper Linnewedel', 'Wilfried Hochholdinger', 'Olivier Girard', 'Michael Scheel', 'Leo Plank', 'Andreas Tietz', 'Bo Svenson', 'Enzo G. Castellari', 'Samuel L. Jackson', 'Bela B.', 'Noemi Besedes', 'Hélène Cardona', 'Jake Garber', 'Sabrina Rattey', 'Alex Boden', 'Guido Föhrweißer', 'Harvey Keitel', 'Andrew Napier', 'Greg Nicotero', 'Quentin Tarantino', 'Vitus Wieser', 'Bea-Marie Rück', 'Daniela Schwerdt']"
Elvis,9,2022,true,2023-03-11,Australia,Warner Bros. Pictures,English,"['History', 'Drama', 'Music']",Baz Luhrmann,"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Helen Thomson', 'Richard Roxburgh', 'Kelvin Harrison Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery', 'Leon Ford', 'Gary Clark Jr.', 'Yola', 'Natasha Bassett', 'Xavier Samuel', 'Adam Dunn', 'Alton Mason', 'Shonka Dukureh', 'David Gannon', 'Shannon Sanders', 'Charles Grounds', 'Josh McConville', 'Kate Mulvany', 'Gareth Davies', 'Chaydon Jay', 'Christian Kisando', 'John Mukristayo', 'Miles Burton', 'Gad Banza', 'Aristene Kisando', 'Senayt Mebrahtu', 'Mariama Princess Andrews', 'Sharon Brooks', 'Nicholas Bell', 'Anthony Phelan', 'Sandro Colarelli', 'Cle Morgan', 'Charles D. Allen', 'Natalie Bassingthwaighte', 'Liz Blackett', 'Mike Bingaman', 'Christian McCarty', 'Tony Nixon', 'Andrea Moor', 'Mark Leonard Winter', 'Hugh Parker', 'Thomas Larkin', 'Hilton Hyppolite Denis', 'Christopher Sommers', 'Brad Leaver', 'Simon Mallory', 'Terepai Richmond', 'Alex Knight', 'Jordan A. Holland', 'Lenesha Randolph', 'Elizabeth Cullen', 'Angie Milliken', 'Luke Corrin Care', 'Jack McGirr', 'Miranda Frangou', 'Lakota Johnson', 'Ruby Gonzales-Judd', 'Greg Powell', 'Patrick Shearer', 'Sarah Ogden', 'Iain Gardiner', 'Melina Vidler', 'Traneshia Chiles', 'Lauren McClinton', 'Gary Hale', 'Kellee Halford', 'Angela Hill', 'Jamiah Hudson', 'Norris Jones', 'Stephen R. Ladson', 'Alfreda McCrary', 'Angela McCrary', 'Beverly Ann McCrary', ""Keb' Mo'"", 'Tamica Nicole', 'Marqo Patton', 'Robert Randolph', 'Calvin Settles II', 'Calvin V. Settles Sr.', 'Ira Wayne Settles Sr.', 'Odessa L. Settles', 'Sara Settles', 'Shirley M. Settles', 'Jacqueline Smith-Jefferson', 'Torshia Suggs', 'Cameron Keith Walls', 'Andrea Baker', 'Libe Barer', 'Doug Burch', 'Cathy Cavadini', 'Sam Arnold']"
Elle,7,2016,true,2023-03-11,Belgium,France 2 Cinéma,French,"['Thriller', 'Drama']",Paul Verhoeven,"['Isabelle Huppert', 'Laurent Lafitte', 'Anne Consigny', 'Charles Berling', 'Virginie Efira', 'Judith Magre', 'Christian Berkel', 'Jonas Bloquet', 'Alice Isaaz', 'Vimala Pons', 'Raphaël Lenglet', 'Arthur Mazet', 'Lucas Prisor', 'Hugo Conzelmann', 'Stéphane Bak', 'Hugues Martel', 'Anne Loiret', 'Nicolas Beaucaire', 'David Léotard', 'Loïc Legendre', 'Jean-Noël Martin', 'Eric Savin', 'Zohar Wexler', 'Olivia Gotanègre', 'Raphaël Kahn', 'Jina Djemba', 'Nicolas Ullmann', 'Florent Peiffer', 'Laurent Orry', 'Fleur Geffrier', 'Marie Berto', 'Caroline Breton', 'Jean Douchet', 'Oury Milshtein', 'Dominique Plaideau', 'Elise Lahouassa', 'Vincent Launay-Franceschini', 'Jean-Yves Freyburger', 'François Nambot']"
Ocean's Eleven,6,2001,true,2023-03-10,USA,Warner Bros. Pictures,English,"['Thriller', 'Crime']",Steven Soderbergh,"['George Clooney', 'Matt Damon', 'Andy García', 'Brad Pitt', 'Julia Roberts', 'Casey Affleck', 'Scott Caan', 'Elliott Gould', 'Eddie Jemison', 'Bernie Mac', 'Shaobo Qin', 'Carl Reiner', 'Cecelia Ann Birt', 'Paul L. Nolan', 'Carol Florence', 'Lori Galinski', 'Mark Gantt', 'Tim Perez', 'Frank Patton III', 'Jorge R. Hernandez', 'Tim Snay', 'Miguel Pérez', 'Lennox Lewis', 'Wladimir Klitschko', 'Barry Brandt', 'William Patrick Johnson', 'Robert Peters', 'David Jensen', 'Kelly Adkins', 'Gregory Stenson', 'Joe La Due', 'John C. Fiore', 'Tommy Kordick', 'Michael Delano', 'Charles La Russa', 'Anthony Allison', 'Ronn Soeda', 'Robin Sachs', 'J.P. Manoux', 'Jerry Weintraub', 'Frankie J. Allison', 'James Curatola', 'Henry Silva', 'Eydie Gormé', 'Angie Dickinson', 'Steve Lawrence', 'Wayne Newton', 'Siegfried Fischbacher', 'Roy Horn', 'Jim Lampley', 'Larry Merchant', 'Richard Reed', 'David Sontag', 'Larry Sontag', 'Bill Allison', 'Rusty Meyers', 'Joe Coyle', 'Scott L. Schwartz', 'Richard Steele', 'John Robotham', 'Vincent M. Ward', 'Scott Beringer', 'Jim Alfonso', 'Tony Brown', 'Don Cheadle', 'Holly Marie Combs', 'Topher Grace', 'Joshua Jackson', 'David Leitch', 'Mike Malone', 'Thomas Rosales Jr.', 'Kerry Rossall', 'Steven Soderbergh', 'Barry Watson', 'Shane West', 'Viola Davis', 'Yann Toderi', 'J.P. Riley']"
Ocean's Twelve,7,2004,true,2023-03-10,USA,Village Roadshow Pictures,English,"['Crime', 'Thriller']",Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Catherine Zeta-Jones', 'Andy García', 'Don Cheadle', 'Bernie Mac', 'Julia Roberts', 'Casey Affleck', 'Scott Caan', 'Vincent Cassel', 'Eddie Jemison', 'Carl Reiner', 'Elliott Gould', 'Shaobo Qin', 'Eddie Izzard', 'Jeroen Krabbé', 'Robbie Coltrane', 'Cherry Jones', 'Candice Azzara', 'Jared Harris', 'Ed Kross', 'Anne Jacques', 'David Sontag', 'Larry Sontag', 'Don Tiffany', 'Dina Connolly', 'Nelson Peltz', 'Mini Anden', 'Jennifer Liu', 'Leah Zhang', 'Craig Susser', 'James Schneider', 'Nerissa Tedesco', 'Nichelle Hines', 'Michael Van Der Heijden', 'Johan Widerberg', 'Jeroen Willems', 'Chris Tates', 'Michael Delano', 'David Lindsay', 'Nasser Faris', 'Youma Diakite', 'Andrea Buhl', 'Sylvia Kwon', 'Francesca Lancini', 'Raquel Faria', 'Elena Potapova', 'Jessie Bell', 'Anne-Solenne Hatte', 'Denny Mendez', 'Martina Stella', 'Mattia Sbragia', 'Carlo Antonazzo', 'Mingming Gao', 'Amelie Kahn-Ackermann', 'Luciano Miele', 'Antonio De Matteo', 'Ana Caterina Morariu', 'Adriano Giannini', 'Giulio Magnolia', 'Marco Matronelli', 'Scott L. Schwartz', 'Giselda Volodi', 'Mathieu Simonet', 'Karl A. Brown', 'Marc Bodnar', 'Bruce Willis', 'Albert Finney', 'Topher Grace', 'Jerry Weintraub', 'Jonathan Avigdori', 'Keith Birkfeld', 'Anthony Bonaventura', 'Thomas D. Craven', 'Sue Durso', 'Antonella Elia', 'Vince Lauria', 'Nikki Taylor Melton', 'Carla Mori', 'Roberta Potrich', 'Rik Sinkeldam', 'Michelle Sleger', 'Gian Franco Tordi', 'James Zahn', 'Rachel Zeskind']"
Good Time,8,2017,true,2023-03-10,USA,Elara Pictures,English,"['Thriller', 'Crime']",Josh Safdie,"['Robert Pattinson', 'Benny Safdie', 'Buddy Duress', 'Taliah Webster', 'Jennifer Jason Leigh', 'Barkhad Abdi', 'Necro', 'Peter Verby', 'Saida Mansoor', 'Gladys Mathon', 'Rose Gregorio', 'Eric Paykert', 'Astrid Corrales', 'Rachel Black', 'Hirakish Ranasaki', 'Maynard Nicholl', 'Ben Edelman', 'Laurence Blum', 'Jason Harvey', 'Robert Clohessy', 'Michael Kaufman', 'Goran Spadina', 'Michael McClard', 'Eloisa Santos', 'Bryan Seslow', 'Craig muMs Grant', 'George Lee Miles', 'Kate Halpern', 'Christopher Kirk', 'Leticia Ortega', 'Souléymane Sy Savané', 'Mahadeo Shivraj', 'Dorothi Fox', 'Ratnesh Dubey', ""Tessa O'Conner"", 'Jim Handley', 'Cliff Moylan', 'Peter Linari', 'Chris Breslin', 'Evonne Walton', 'Lewis Dodley', 'Tara Lynn Wagner', 'Jim Dzurenda', 'Roy James Wilson', 'Brendan M. Burke', 'Jordan Valdez', 'Laura Sledge', 'Jerome Frazier', 'Javaughn Swindell', 'Dion McBean', 'Sean Miller', 'Benny DeVincenzi', 'Joey McDevitt', 'Daniel Chung', 'A-F-R-O', 'Michael Shershenovich', 'Azul Rodriguez', 'Mr Green', 'Jarvis', 'Roi Cydulkin', 'Mavrin Kirill', 'Scrooge', 'KJ Rottweiler', 'Terrance Williams', 'Kim Carter', 'Gianluca Cirafici', 'Megan Dodd', 'Samantha Elisafon', 'Melissa Gonzalez', 'Rodney Hankins', 'Carol Hoverman', 'Andrew Kader', 'Marissa Lelogeais', 'Michael Lorch', 'Michael Melendez', 'Christian Patane', 'Ari Sloan', 'Bakari Williams', 'Aubrie Therrien', 'Sebastian Bear-McClard', 'Phil Cappadora', 'Lucas Elliot Eberl', 'Marcos A. Gonzalez', 'Edgar Morais', 'Shaun Rey', 'Sacco Sarkis', 'Luca De Massis']"
127 Hours,6,2010,true,2023-03-05,France,Fox Searchlight Pictures,English,"['Adventure', 'Thriller', 'Drama']",Danny Boyle,"['James Franco', 'Amber Tamblyn', 'Kate Mara', 'Clémence Poésy', 'Kate Burton', 'Lizzy Caplan', 'Sean Bott', 'Koleman Stinger', 'Treat Williams', 'John Lawrence', 'Bailee Michelle Johnson', 'Parker Hadley', 'Fenton Quinn', 'Peter Joshua Hull', 'Pieter Jan Brugge', 'Rebecca C. Olson', 'Jeffrey Wood', 'Norman Lehnert', 'Xmas Lutu', 'Terry S. Mercer', 'Darin Southam', 'Johnny Ahn', 'Robert Bear', 'Adam Colvin', 'Luke Drake', 'Christopher K. Hagadone', 'Elizabeth Hales', 'Zachary Haycock', 'Kelly Higgins', 'Brad Johnson', 'Lonzo Liggins', 'Samantha Marsden', 'Kelsie Mathews', 'Kyle Paul', 'Priscilla Poland', 'Aron Ralston', 'Jessica Ralston', 'Amy Savannah', 'Stacey Ann Turner']"
Gladiator,8,2000,true,2023-03-05,UK,Universal Pictures,English,"['Action', 'Adventure', 'Drama']",Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana', 'Ralf Moeller', 'Spencer Treat Clark', 'David Hemmings', 'Tommy Flanagan', 'Sven-Ole Thorsen', 'Omid Djalili', 'Nicholas McGaughey', 'Chris Kell', 'Tony Curran', 'Mark Lewis', 'John Quinn', 'Alun Raglan', 'David Bailie', 'Chick Allan', 'David J. Nicholls', 'Al Hunter Ashton', 'Billy Dowd', 'Giannina Facio', 'Giorgio Cantarini', 'Malcolm Ellul', 'Ray Mangion', 'João Costa Menezes', 'Mike Mitchell', 'Antone Pagán', 'Norman Campbell Rees', 'Neil Roche', 'Paul Sacks', 'Steve Saunders', 'Brian Smyj', 'Richard Stride', 'Tony Tomlinson', 'Paul Woodadge', 'Michael Yale']"
Unforgiven,7,1992,false,2023-03-04,USA,Warner Bros. Pictures,English,['Western'],Clint Eastwood,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris', 'Jaimz Woolvett', 'Saul Rubinek', 'Frances Fisher', 'Anna Thomson', 'David Mucci', 'Rob Campbell', 'Anthony James', 'Tara Frederick', 'Beverley Elliott', 'Liisa Repo-Martell', 'Josie Smith', 'Shane Meier', 'Aline Levasseur', 'Cherrilene Cardinal', 'Robert Koons', 'Ron White', 'Mina E. Mina', 'Henry Kope', 'Jeremy Ratchford', 'John Pyper-Ferguson', 'Jefferson Mappin', 'Walter Marsh', 'Garner Butler', 'Larry Reese', 'Blair Haynes', 'Frank C. Turner', 'Sam Karas', 'Lochlyn Munro', 'Ben Cardinal', 'Philip Maurice Hayes', 'Michael Charrois', 'William Davidson', 'Paul Anthony McLean', 'James Herman', 'Michael Maurer', 'Larry Joshua', 'George Orrison', 'Greg Goossen']"
Toy Story 4,7,2019,true,2023-03-04,USA,Walt Disney Pictures,English,"['Adventure', 'Comedy', 'Fantasy', 'Animation', 'Family']",Josh Cooley,"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale', 'Keegan-Michael Key', 'Madeleine McGraw', 'Christina Hendricks', 'Jordan Peele', 'Keanu Reeves', 'Ally Maki', 'Jay Hernandez', 'Lori Alan', 'Joan Cusack', 'Bonnie Hunt', 'Kristen Schaal', 'Emily Davis', 'Wallace Shawn', 'John Ratzenberger', 'Blake Clark', 'June Squibb', 'Carl Weathers', 'Lila Sage Bromley', 'Don Rickles', 'Jeff Garlin', 'Maliah Bargas-Good', 'Jack McGraw', 'Juliana Hansen', 'Estelle Harris', 'Laurie Metcalf', 'Steve Purcell', 'Mel Brooks', 'Alan Oppenheimer', 'Carol Burnett', 'Betty White', 'Carl Reiner', 'Bill Hader', 'Patricia Arquette', 'Timothy Dalton', 'Flea', 'Melissa Villaseñor', 'Jeff Pidgeon', 'John Morris']"
Rocky,8,1976,true,2023-03-04,USA,Winkler Films,English,['Drama'],John G. Avildsen,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani', 'George Memmoli', 'Jodi Letizia', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Stan Shaw', 'Don Sherman', 'Billy Sands', 'Pedro Lovell', 'DeForest Covan', 'Simmy Bow', 'Tony Burton', 'Hank Rolike', ""Shirley O'Hara"", 'Kathleen Parker', 'Frank Stallone Jr.', 'Lloyd Kaufman', 'Jane Marla Robbins', 'Jack Hollander', 'Joe Sorbello', 'Christopher Avildsen', 'Frankie Van', 'Lou Fillipo', 'Paris Eagle', 'Frank Stallone Sr.', 'Robert L. Tangrea', 'Peter Glassberg', 'William E. Ring', 'Joseph C. Giambelluc', 'Joe Frazier', 'Michael Dorn', 'Arnold Johnson', 'Stu Nahan', 'Frank Pesce', 'Lavelle Roby', 'Arthur Tovey', 'John Pleshette', 'Butkus Stallone']"
The Son,5,2022,false,2023-03-03,Australia,Ingenious Media,English,['Drama'],Florian Zeller,"['Hugh Jackman', 'Zen McGrath', 'Vanessa Kirby', 'Laura Dern', 'Anthony Hopkins', 'William Hope', 'George Cobell', 'Felix Goddard', 'Max Goddard', 'Shin-Fei Chen', 'Nancy Baldwin', 'Akie Kotabe', 'Isaura Barbé-Brown', 'Erick Hayden', 'Joseph Mydell', 'Rachel Handshaw', 'Gabriel Ecoffey', 'Stephanie Palies', 'George Potts', 'Reza Diako', 'Yolanda Nieto', 'Danielle Lewis', 'Gretchen Egolf', 'Alex Mugnaioni', 'Hugh Quarshie', 'Mercedes Bahleda', 'Van Pierre', 'Jesse Cilio', 'Patrice Bevans', 'Rene Costa', 'Joakim Skarli', 'Julia Westcott-Hutton', 'Kenny-Lee Mbanefo', 'Riccardo Mazzi', 'Darren J Clarke']"
The Guilty,7,2021,true,2023-03-03,USA,Nine Stories Productions,English,"['Drama', 'Thriller']",Antoine Fuqua,"['Jake Gyllenhaal', 'Ethan Hawke', 'Riley Keough', 'Peter Sarsgaard', 'Christina Vidal', 'Paul Dano', 'Eli Goree', ""Da'Vine Joy Randolph"", 'David Castañeda', 'Adrian Martinez', 'Christiana Montoya', 'Gillian Zinser', 'Aileen Burdock', 'Bill Burr', 'Beau Knapp', 'Edi Patterson', 'Marlene Forte', 'Maurice Webster', 'Bret Eric Porter', 'Sal Lucio', 'Becky Wu', 'Terence J. Rotolo', 'Dillon Lane', 'Oscar Balderrama', 'Jaime FitzSimons', 'Jonathan Hunt']"
Creed III,7,2023,false,2023-03-03,USA,Metro-Goldwyn-Mayer,English,"['Action', 'Drama']",Michael B. Jordan,"['Michael B. Jordan', 'Tessa Thompson', 'Jonathan Majors', 'Phylicia Rashād', 'Mila Davis-Kent', 'Wood Harris', 'José Benavidez Jr.', 'Florian Munteanu', 'Selenis Leyva', 'Thaddeus J. Mixson', 'Spence Moore II', 'Tony Bellew', 'Ann Najjar', ""Jacob 'Stitch' Duran"", 'Terence Crawford', 'Bobby Hernandez', 'Yahya McClain', 'Lamont Lankford', 'Corey Calliet', 'Kenny Bayless', 'Todd Grisham', 'Jessica McCaskill', 'Maya Page', 'Jimmy Lennon Jr.', 'Russell Mora', 'Al Bernstein', 'Mauro Ranallo', 'Brianna Valeria Gonzalez Vazquez', 'Shayra Medal', 'Kimberly Dawn Davis', 'David Diamante', 'Tony Weeks', 'Chris Mannix', 'Andreia Gibau', 'Soraya Yd', 'Stephen A. Smith', 'Barry Pepper', 'Jessica Holmes', 'Canelo Álvarez', 'Fernanda Gomez', 'Kehlani', 'Jeremy Lee Stone', 'Aaron D. Alexander', 'Brian Neal', 'Corey Hibbert', 'James Harden', 'Jove Edmond', 'Engle Files', 'Michael A. Jordan', 'Natasha Ofili', 'Rose Eshay', 'Alan Boell', 'Eli Joshua Adé', 'Butch Locsin', 'Stefni Valencia', 'Bella Dee', 'Anastasia Wilson', 'Beth Scherr', 'Teófimo López', 'Patrice Harris']"
Palm Springs,8,2020,true,2023-03-02,USA,Limelight,English,"['Romance', 'Science Fiction', 'Comedy']",Max Barbakow,"['Andy Samberg', 'Cristin Milioti', 'J.K. Simmons', 'Peter Gallagher', 'Meredith Hagner', 'Camila Mendes', 'Tyler Hoechlin', 'Chris Pang', 'Jacqueline Obradors', 'June Squibb', 'Tongayi Chirisa', 'Dale Dickey', ""Conner O'Malley"", 'Jena Friedman', 'Brian Duffy', 'Martin Kildare', 'Lilli Birdsell', 'Ryan Sturtz', 'Clifford V. Johnson', 'Calki Garcia', 'Michelle Johnston', 'Isla Sellers', 'Matt Smith', 'Rebecca Smith', 'Jake Smith', 'Noah Smith', 'Rocky Bonifield', 'Erin Flannery', 'David Hutchison', 'Mark Kubr', 'David Philip Reed']"
